	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Lcp65Ac	0.443814123400443	-0.820021333893764	0.157	0.216	1
FBti0018989	0.443900031297278	-0.102759574425201	0.49	0.549	1
CG7139	0.444025553303016	0.167162900616055	1	0.98	1
Sld5	0.444137510455438	0.132894270497345	0.353	0.373	1
Etl1	0.444144834031123	-0.0125530503430844	0.902	0.882	1
FBti0019569	0.444231057263226	0.341036917835067	0.255	0.098	1
CG11560	0.4443001083086	-0.0368652937518625	0.804	0.863	1
lncRNA:CR46194	0.444323883833427	0.231488691537014	0.745	0.745	1
CG3815	0.444328131030244	0.179239677718853	0.784	0.765	1
CG34446	0.444357083142561	-0.133855746734791	0.353	0.431	1
Nup188	0.444492636847382	0.293499686560845	0.667	0.647	1
CG14237	0.444521271675529	0.280107919192735	0.275	0.216	1
CG17002	0.444571910523384	0.0880839697056604	0.765	0.882	1
lncRNA:CR43855	0.444686039123097	-0.162271428898877	0.608	0.627	1
CG1275	0.444709067391803	-0.157613741451858	1	0.98	1
Bin1	0.444720471493332	0.201357509278969	0.863	0.902	1
CG17258	0.444735393727729	0.554588851677638	0.235	0.118	1
psq	0.444783048603528	0.0521558308140229	1	1	1
asRNA:CR44390	0.445005432829497	0.231325546106456	0.333	0.353	1
kn	0.445225926607945	-0.657839800278897	0.804	0.804	1
CG13001	0.445335981304982	-0.0523845801800142	0.902	0.843	1
FBti0059924	0.445644564174268	0.498453507466481	0.235	0.157	1
CG13043	0.445671307510208	0.753644335312836	0.294	0.176	1
Eh	0.445936739215767	1.2125446353801	0.176	0.059	1
Pmm2	0.44595152898893	0.170746815785747	0.667	0.725	1
rod	0.446395790834847	0.2844533894687	0.49	0.431	1
dx	0.446483601824631	0.620654207864465	0.451	0.412	1
CG3513	0.446537369999553	0.427748551028398	0.471	0.51	1
Cyp4d2	0.446556267318168	0.0444225998796393	0.98	0.961	1
Tehao	0.446585754472186	-0.0605415419350508	0.784	0.824	1
FBti0018920	0.446640579568035	-0.0551415541924611	0.706	0.706	1
CG5687	0.446774398649559	0.199245575112534	0.627	0.784	1
defl	0.446903879236232	-0.0861566437497143	0.549	0.588	1
CG4390	0.446910665723759	0.295921456758413	0.941	0.882	1
CG1265	0.446929400896155	-0.0637001530290249	0.941	0.941	1
FBti0019383	0.446974698989166	-0.180154133759199	0.686	0.686	1
scaRNA:MeU5-C46	0.446989545850498	-0.399270183420527	0.196	0.294	1
FBti0019440	0.447055291701494	-0.17176634826648	0.255	0.373	1
CG6144	0.44714200490672	-0.100514043271821	0.882	0.882	1
CG7029	0.447317856318807	0.126712499944762	1	1	1
MED17	0.447439044169266	-0.11331652352963	0.608	0.667	1
kra	0.447445991115163	0.0886186493405488	1	1	1
CG43232	0.4476167868192	0.127111917903339	0.275	0.216	1
GluRIB	0.447628311941728	-0.381967595041411	1	1	1
tra	0.447635927188404	0.279644104676318	1	0.941	1
Or13a	0.447637081950464	-0.267933205246633	0.314	0.392	1
Art2	0.447716494825	-0.435386144670646	0.294	0.431	1
asRNA:CR44599	0.44776352220818	0.219313028404476	0.431	0.333	1
lncRNA:CR45223	0.447860888126999	-0.175364299165347	0.843	0.843	1
CG34015	0.447871325278612	0.0426233376335152	0.843	0.843	1
CG7600	0.44826496892974	0.0954040937352341	0.824	0.843	1
CG10674	0.448312502273473	-0.0902929829690988	1	0.961	1
snama	0.448415891414549	0.129955329255587	0.961	1	1
CG5149	0.448428450798209	-0.0420115595559523	0.961	1	1
CG14397	0.448458204326218	0.305808429524085	0.275	0.118	1
CG13054	0.448660581499244	0.0894981508391024	0.314	0.353	1
asRNA:CR44381	0.448785287127438	-0.165586065717975	0.176	0.294	1
CG13877	0.44889260089408	0.435344482599203	0.686	0.686	1
CG4250	0.448952064367737	0.135019844996817	0.882	0.941	1
CHMP2B	0.449025182711952	0.163498732282879	0.843	0.863	1
Zn72D	0.44915635802612	-0.00967831716019241	1	1	1
ITP	0.449196290186105	0.631457785956853	0.941	0.941	1
blp	0.449412510278635	-0.00241253407539066	0.961	0.902	1
CG30054	0.449486465204771	-0.0212164859096959	0.529	0.608	1
lncRNA:CR44197	0.449548241126119	-0.268196110949573	0.196	0.275	1
fidipidine	0.44963164696131	0.0521227310761327	0.882	0.863	1
CrebA	0.449637870934407	0.722082481988202	0.882	0.824	1
asRNA:CR31144	0.449705984254709	0.0565835283663674	0.275	0.392	1
SPoCk	0.44975936191479	-0.0904666740693081	1	1	1
CG44303	0.449836084470265	0.83744698721404	0.216	0.098	1
Dll	0.449843423642818	0.0703893278913981	0.863	0.765	1
CG13743	0.449881301625085	-0.193091442551287	1	1	1
mthl15	0.449896849734765	0.387023123109247	0.392	0.314	1
FBXO11	0.45029661414151	0.00390577576191475	0.961	1	1
Syb	0.450340430291461	0.373513633316128	0.961	0.941	1
CG9776	0.450418786683927	0.0168700240505322	1	1	1
TrpRS	0.450469707515522	0.344614145159755	0.804	0.706	1
Ac13E	0.450547532017208	0.304322614324425	0.98	0.961	1
Vha44	0.450731955462536	0.0111097455628393	1	1	1
SiaT	0.450759916746362	-0.448566187340908	0.882	0.922	1
CG3420	0.451054731384419	-0.0919957840807726	0.961	0.922	1
CG6230	0.451062550107965	0.0506260730699677	0.824	0.941	1
nec	0.451246832557348	-0.015196836618359	0.941	0.961	1
Rpn10	0.451346076449156	0.00302981218998877	0.98	0.922	1
FIG4	0.451351317557008	0.12846021312253	0.824	0.824	1
dpr8	0.451356089787696	0.154830092301303	1	1	1
lncRNA:CR43974	0.451459255838281	0.192645077942396	0.235	0.176	1
Shal	0.451707615268744	-0.102384016401181	1	1	1
SCaMC	0.45175558583987	0.381434675091912	0.98	1	1
Cog3	0.451814227633493	0.226029163975336	0.804	0.863	1
dsf	0.451904393712958	-0.422233000683048	0.275	0.392	1
ORMDL	0.451988371351638	-0.0926226768987952	0.941	0.961	1
PIG-Q	0.451989269192368	0.0688768045577968	0.765	0.765	1
CG31910	0.45202438349201	0.105353000146229	0.255	0.196	1
CG14947	0.452090836118928	0.0483630215613988	0.275	0.196	1
PGAP3	0.452126028081517	-0.134929580086109	0.863	0.922	1
mthl4	0.452217454170881	-0.0410272682600548	0.216	0.353	1
kdn	0.452231590863777	0.244261963384705	1	1	1
CG4866	0.452332506708789	-0.0295442756140156	0.667	0.765	1
Cyp6a13	0.452392142865829	0.122363603005176	0.745	0.647	1
trio	0.452636010460514	0.0448015270007733	1	1	1
CG15439	0.452677792848129	0.163824801905895	0.686	0.765	1
RpS23	0.452701605573614	0.242259004148011	1	1	1
FBti0019278	0.45276047558914	-0.2844533894687	0.216	0.333	1
lncRNA:CR44494	0.452777590546201	0.822001698022005	0.216	0.059	1
CG6674	0.452839525167098	-0.0985970300299122	0.745	0.765	1
MED11	0.452926047183907	0.0337487913545402	0.902	0.902	1
FBti0061402	0.45299275297101	-0.074962057681222	0.157	0.314	1
Fen1	0.45306813918878	0.0965732596950533	0.314	0.471	1
tfc	0.453091838199721	0.0827578853218163	0.627	0.627	1
FBti0060603	0.453126622230127	-0.292781749227846	0.196	0.294	1
bark	0.453421237288038	0.463776154201099	0.549	0.588	1
CG14431	0.453438765354294	-0.199889112178203	1	0.98	1
Snoo	0.453525613391903	0.0509826462405645	1	1	1
hob	0.454112175465652	-0.0247254559309544	0.922	0.961	1
CG5961	0.454367419453277	0.0925797945427975	0.922	0.961	1
Cyp6u1	0.454755341367699	-0.098636517996169	0.882	0.922	1
Atf-2	0.455579102326251	0.0361823363066458	0.667	0.745	1
Rh2	0.455592151212545	0.271810819227319	1	0.961	1
Spn47C	0.455623813493489	-0.040120308468921	0.569	0.725	1
CaMKII	0.456029776373424	-0.0727731321928875	1	1	1
FBti0064268	0.456107641789267	-0.432111012637785	0.157	0.275	1
Cyp6t1	0.456441126626539	-0.0565835283663678	0.529	0.569	1
Sirup	0.456590949925922	0.352948152958795	0.961	0.98	1
Patronin	0.456624696838339	0.107120603870477	1	1	1
CG42784	0.456671621442241	0.0741955521524416	1	1	1
CG17119	0.456705420699259	0.240627992785514	0.627	0.549	1
CG18766	0.456815083954334	-0.0640913039910291	0.98	0.941	1
PIG-O	0.456846271593079	0.106182871392722	0.784	0.902	1
Lkr	0.456895315814282	0.159536766130457	0.647	0.588	1
CG10877	0.456961412447084	0.147341716075187	0.314	0.255	1
FBti0062725	0.457049337651878	0	0.471	0.451	1
CG13919	0.457115775318399	-0.0404520437372944	0.804	0.784	1
CG13526	0.457166652569456	-0.0988856645104574	0.667	0.627	1
Mtr4	0.457275336818727	0.277196857863889	0.686	0.667	1
fend	0.457457979759437	-0.225934050913538	1	1	1
CG31145	0.457674714418856	-0.0368894369328796	1	1	1
CG31675	0.457687944181275	-0.0745469533650542	0.275	0.412	1
GstT1	0.457720786949079	0.403480467856444	0.902	0.922	1
CG4558	0.457765099111791	-0.104772321917061	0.941	0.843	1
FBti0061057	0.457804958552638	-0.0506260730699681	0.255	0.235	1
lncRNA:CR43943	0.457964821569288	-0.123912603685476	0.824	0.804	1
dmrt99B	0.458043915736526	-0.0723142048158905	0.49	0.471	1
Usp47	0.458080581515929	0.204935224259901	1	0.98	1
BicD	0.458210922563801	0.0614078870533463	1	1	1
CG17378	0.45830649716312	-0.0978807516163425	1	1	1
Vps37B	0.458536031845644	-0.0201465731117763	0.98	0.961	1
Cdk12	0.458757381038884	0.0876879282374397	0.98	1	1
CG43737	0.458931587290304	-0.277347169999464	1	1	1
CG2811	0.458947166328628	0.292463882696435	0.941	0.902	1
CG7265	0.459082242588724	0.128620166007099	0.686	0.706	1
CG11753	0.459446820873102	0.106915203916512	1	0.902	1
CG34425	0.459538260889957	0.109624491174498	0.294	0.255	1
awd	0.459759749949225	0.212229888381235	1	1	1
CG13999	0.459857963811577	-0.117253779397661	0.961	0.961	1
Tep4	0.459925450197482	0.52783299545732	0.902	0.941	1
Oct-TyrR	0.46019168439482	-0.280040332464281	0.922	0.941	1
Oga	0.460204972857334	0.162637678816025	0.804	0.824	1
Try29F	0.4602933918078	0.184595800743099	0.804	0.765	1
CstF50	0.460303525414201	-0.0780025120012731	0.51	0.51	1
CG2701	0.460455474298507	0.240194429475682	0.922	0.902	1
CG18234	0.460475595329625	0.555518722828674	0.216	0.098	1
FBti0019204	0.460560219893813	-0.265894059973035	0.235	0.314	1
CG31636	0.460727737499529	0.296870637295724	0.569	0.51	1
ppk5	0.461094480082762	-0.804449190882193	0.176	0.255	1
CG9436	0.46119499908816	-0.0631674708383314	0.706	0.784	1
dysc	0.461204601878507	0.10043429964421	1	1	1
Tfb4	0.461547459046241	0.2909471515542	0.686	0.706	1
CG34328	0.461788919582151	0.359895945086383	0.235	0.078	1
Best2	0.461930815492422	0.205935645469364	0.922	0.941	1
PheRS-m	0.461960229195315	0.055160050164166	0.882	0.922	1
Cyp6t2Psi	0.462551514411332	0.26693886028971	0.392	0.333	1
asRNA:CR44021	0.462621703539422	0.333243408115197	0.314	0.333	1
cyr	0.462651480377767	0.492396381985084	0.392	0.373	1
RpIII128	0.462955632832809	0.398549376490275	0.608	0.725	1
asRNA:CR44911	0.463279420085544	0.0433925955133807	0.451	0.353	1
Dhc62B	0.463395376314881	0.546282032557096	0.216	0.098	1
FBti0059709	0.463502133355689	-0.360175564244325	0.157	0.294	1
ohgt	0.463580972013453	-0.037319593598184	0.882	0.902	1
vn	0.463665716732387	0.673556423990145	0.863	0.804	1
CG12091	0.463747266663976	0.0961421888610499	1	1	1
foi	0.463750572986636	0.144171103686634	0.98	0.961	1
CG6051	0.463825905265286	0.131427395949249	0.98	0.98	1
cmpy	0.463827749925358	-0.332285928069748	0.98	0.98	1
CG6700	0.463829444353094	-0.0949659807278174	1	1	1
FBti0020112	0.463830990015291	-0.12846021312253	0.902	0.882	1
Ugt37B1	0.463909855707074	-0.291231297664446	0.118	0.275	1
CG14777	0.463910989164732	0.138993725523926	1	1	1
Dis3	0.463929770752782	0.260000345744161	0.686	0.647	1
SWIP	0.463998406906053	0.174284540821057	0.706	0.804	1
CG9304	0.464402831046545	0.138313604009155	0.941	0.98	1
Timp	0.464431489152134	0.165334780083574	0.922	0.941	1
gukh	0.464454619898423	0.285635834770926	0.824	0.902	1
CG7381	0.46463163447827	-0.247079300187917	0.843	0.882	1
FBti0020132	0.464687044227136	0.114171019919311	0.314	0.314	1
Atox1	0.464737915681551	0.16282834840758	1	1	1
lncRNA:CR43751	0.464950182681384	0.680382065799839	0.235	0.255	1
CG9641	0.464963014139807	0.429392792255914	0.941	0.98	1
CG5339	0.464992048065436	0.00363857706334825	0.902	0.882	1
disco	0.465063161730749	0.256875612955018	0.804	0.824	1
Rpt4	0.465110995176264	0.0361823363066458	0.922	0.922	1
pins	0.465116528352099	0.0363342194269061	0.902	0.98	1
CG13437	0.465223475984289	0.157952359776236	0.373	0.333	1
Liprin-beta	0.465256921432084	0.258008262325522	0.843	0.863	1
lncRNA:CR43399	0.46528831015417	0.12199052437861	0.216	0.196	1
Pdha	0.465337119316554	0.0642154446398022	1	1	1
rau	0.465547537116811	0.102120096593609	0.49	0.412	1
Mctp	0.465605632001247	0.108873297340943	0.98	0.98	1
CG33229	0.465687908139042	0.109336438924842	1	1	1
CG15435	0.465909470451358	0.0683060133909088	0.431	0.51	1
tow	0.466051854502169	-0.0966251768390363	1	1	1
lncRNA:CR30009	0.466121315106549	0.360500215269411	0.275	0.294	1
CG9717	0.466141687582067	0.356375587081889	0.569	0.431	1
Sccpdh1	0.466151805150283	-0.00378254189980343	0.961	0.98	1
CG13693	0.466161949965696	0.181771244290421	0.667	0.667	1
FBti0020448	0.466297352107949	-0.136634692021846	0.471	0.451	1
MESR4	0.466335200887065	0.135680170085535	1	1	1
CG12880	0.466555179648545	0.0215868622081461	0.353	0.412	1
CG5397	0.46672902050662	-0.00308597987374259	0.667	0.667	1
Dip-C	0.46678112884442	0.0280717569010704	0.902	0.902	1
CG5727	0.466877744577955	-0.0084122398162001	0.804	0.843	1
Pdi	0.467100973025717	0.10070520365161	1	1	1
POLDIP2	0.467374369144449	0.00495601669409584	0.922	0.961	1
lncRNA:CR40469	0.467679713359949	0.0388192488905279	0.333	0.431	1
Syt12	0.467698365302714	-0.0807187218639225	1	0.98	1
CG4294	0.467753103045019	0.00820542460853524	1	1	1
RR47158-transposable-element	0.467789116060353	0.357512422878342	0.863	0.863	1
aub	0.468064599878393	0.80314267077069	0.314	0.196	1
asRNA:CR43981	0.46811858822308	0.234465253637023	0.216	0.137	1
FBti0061986	0.468520994864857	0	0.314	0.235	1
CG33460	0.468554435995806	-0.166009951438929	0.118	0.294	1
CycT	0.468620035653055	0.192678937267201	1	1	1
pen-2	0.468640007270106	-0.183004828486302	0.902	0.863	1
ZnT41F	0.468683013374528	0.304936657764591	0.549	0.627	1
byn	0.468684233976829	-0.197939377611909	0.471	0.51	1
inc	0.468687919134125	0.0750736731186068	1	1	1
bin3	0.468730827567685	0.0767791663254291	1	1	1
lncRNA:CR43870	0.468883152904909	0.556393348524385	0.667	0.647	1
mthl14	0.468960309953382	0.241817919924098	0.314	0.314	1
Prosalpha2	0.468997804447108	0.1637954610048	0.922	0.922	1
Arp2	0.469155924504884	0.117292385048529	1	0.98	1
FBti0061749	0.469184291126886	0.184424571137428	0.196	0.137	1
Mkk4	0.469212297992798	0.0385103971927459	0.98	0.961	1
Pdp	0.469312971472692	0.0788713912987884	0.843	0.961	1
Uvrag	0.469506875173907	0.0267564582423958	0.941	0.922	1
CG30099	0.469522881990487	0.131789872555541	0.392	0.333	1
CG12290	0.469606664925432	0.0522223345217823	0.941	0.941	1
CG2059	0.46971880586473	0.199425734514421	0.961	0.882	1
CG11788	0.469745509166125	0.151141525762897	0.647	0.725	1
CG11741	0.469845358811434	-0.234121713918555	0.314	0.451	1
fu	0.469878865720394	0.0976402998941639	0.765	0.765	1
CG42404	0.470172925441675	-0.207225790895961	1	1	1
CG4306	0.47026115816756	-0.0303736490435189	0.412	0.529	1
FBti0061312	0.470312104321034	-0.00458726949565191	0.765	0.745	1
aop	0.470384995789808	0.155595224069501	0.98	1	1
swi2	0.470475570344729	0.0506260730699679	0.294	0.333	1
CG11883	0.470518992121506	0.0116272976245622	0.902	0.961	1
barc	0.470552063437946	0.070638089861303	0.98	0.98	1
FBti0061325	0.470659528672418	0.249119659255166	0.529	0.51	1
CG33107	0.470841818026188	0.0858243458545847	0.863	0.863	1
RR48404-transposable-element	0.470868496170201	0.900267653414783	0.549	0.549	1
5-HT7	0.471006343910783	-0.179755462715674	0.98	0.98	1
Tak1	0.471045894695057	0.137503523749935	0.98	0.922	1
Dh44-R1	0.471060510427737	-0.65773433144162	0.745	0.804	1
mRpL28	0.471174897796069	0.207955935444701	0.941	0.941	1
CG32591	0.471180943828326	0.187627003175771	0.275	0.216	1
CG6470	0.471229907184265	-0.00991546886508288	0.333	0.392	1
l(2)gl	0.4712920314343	0.657441875841812	0.824	0.843	1
Cul3	0.471300974281243	0.0149904302479378	1	1	1
FBti0018986	0.471308294481532	0.246639967583125	0.235	0.118	1
FBti0063606	0.471357509463933	-0.0343515047907769	0.314	0.275	1
mRNA-cap	0.471411261594112	0.0135592637281539	0.922	0.922	1
Tsp29Fb	0.471557960490509	-0.108019870923691	0.51	0.667	1
FBti0019776	0.471729917766424	-0.396658969963989	0.294	0.353	1
Sgt1	0.4718838821047	0.0713291603858561	1	0.98	1
Cul4	0.471972094964194	0.140692388649398	0.98	0.902	1
Pvf3	0.472137081941669	-0.135858117622274	1	1	1
CG10311	0.472144202259027	0.454081773346489	0.961	0.961	1
Rtc1	0.472560587412081	-0.00688638558523991	0.569	0.608	1
CG31475	0.472868801232072	-0.263774059805847	0.902	0.941	1
Strica	0.472926166990176	0.603109847431416	0.216	0.255	1
Taf5	0.472974907094451	-0.0637605894254945	0.843	0.824	1
Nepl13	0.473104063641647	0.181997833742888	0.549	0.569	1
CG42540	0.473203455093834	-0.092041451472479	1	1	1
CG17486	0.473235578861394	0.029734569907597	0.961	0.98	1
CG14785	0.473375626609596	0.299560281858908	0.431	0.373	1
FBti0061135	0.473773398251245	0.206450877467426	0.765	0.745	1
CG9372	0.473810940465854	0.00517095550315805	0.549	0.588	1
Mipp1	0.473912597607454	0.11081140612494	0.725	0.745	1
CG9215	0.474276658568366	0.238159737194765	0.647	0.745	1
CG32641	0.474306321587581	0.379796493495304	0.569	0.627	1
Nsun5	0.474358006009242	0.0278118500176685	0.686	0.765	1
d	0.474373958476103	0.00777735059171936	0.333	0.255	1
CG31909	0.474427641730264	-0.167944637314071	0.275	0.333	1
atms	0.474523457456632	-0.256839550819273	1	0.98	1
CG14418	0.474771348080803	0.404841732172955	0.314	0.255	1
Sec61beta	0.474836613027201	0.151823698388752	0.961	1	1
FBti0063573	0.47491923471518	-0.372417865341056	0.373	0.431	1
ND-B18	0.474973952159247	0.0821709596094919	0.98	1	1
CG17202	0.47520206352358	0.209966030636631	0.98	0.98	1
asRNA:CR43787	0.475380299453742	0.0824621601919728	0.471	0.451	1
Arp5	0.475442898246839	-0.172038221449398	0.784	0.706	1
CG31345	0.475517567766843	0.0236844144726538	0.961	0.941	1
lncRNA:CR45819	0.475559835762818	0.254183488251528	0.333	0.373	1
Mau2	0.475702346106304	0.0504784450277938	0.784	0.804	1
MESR3	0.476048399017069	0.0667734435774259	0.922	0.922	1
Ass	0.476168337842312	-0.166009951438929	0.373	0.431	1
CG14968	0.476238184666378	0.570664117668588	0.412	0.333	1
Dredd	0.476552998021687	0.437233245393041	0.686	0.608	1
cv	0.476577025432862	0.298805536855616	0.765	0.745	1
Pka-C3	0.476591590972121	0.00682485129164689	0.902	1	1
Psc	0.476683883391489	-0.0234899431324545	0.941	0.941	1
galla-2	0.476712788563512	-0.0586759073276069	0.882	0.922	1
FBti0063550	0.47674767472454	-0.15200309344505	0.333	0.412	1
Sms	0.476748999943811	0.104252849601556	1	1	1
Nrg	0.476899916762091	0.271635029266086	1	1	1
mars	0.476916061061392	0.0806184602082844	0.471	0.51	1
CG4901	0.477120630834613	0.390353235898246	0.608	0.627	1
CG7370	0.47722208854772	-0.115477217419936	0.275	0.392	1
Tdc2	0.477559541360225	-0.423640357453105	0.627	0.686	1
lncRNA:CR45029	0.478197213437371	-0.111892880070897	0.529	0.431	1
ETHR	0.478205096950967	0.385693537696699	0.627	0.608	1
asRNA:CR45182	0.478678725215584	-0.178337241258512	0.667	0.706	1
CG9393	0.478718308649833	0.250710187453199	0.824	0.882	1
CG43347	0.47875018534295	-0.005330160154986	1	1	1
FBti0019680	0.478819431611824	0.299560281858908	0.255	0.235	1
NimC2	0.478852954804176	-0.349334252228014	0.196	0.294	1
Zcchc7	0.478946771788568	0.115765140274164	0.98	0.98	1
CG44837	0.479026958584969	-0.0898073210555808	1	1	1
Sema1b	0.47906021167161	0.12120946374039	1	0.941	1
CR44383	0.479116945821644	-0.236642906942393	0.686	0.765	1
CG33178	0.479149818975474	0.27347205323883	0.784	0.824	1
emc	0.479412026197343	-0.0352098775738012	1	1	1
FBti0018951	0.479433542661827	0.50367445659878	1	1	1
lncRNA:CR43821	0.479576196555459	0.239465934695389	0.314	0.235	1
FBti0060683	0.479650092363147	-0.399095955409823	0.314	0.392	1
Gr64a	0.479677301714931	0.529109265987639	0.216	0.196	1
Rnb	0.47968321245844	0.0251785629959969	0.824	0.843	1
kl-5	0.479866664148162	0.0325259035214476	0.627	0.706	1
Ant2	0.479906778013388	0.136980902827397	0.529	0.686	1
CG5783	0.480112628986708	-0.0382700169277173	0.412	0.549	1
CG2540	0.480145417332727	-0.0692626624371138	0.745	0.667	1
CG1236	0.480285552441518	0.0244945619207488	0.608	0.588	1
Nup75	0.48064929726939	0.321928094887362	0.549	0.51	1
CG31974	0.480658546688393	0.287374930203205	0.745	0.686	1
modSP	0.480724791026332	0.314723882845295	0.784	0.686	1
alpha-Cat	0.480813829170744	-0.000253371100209954	1	1	1
lncRNA:CR43641	0.4808593965682	0.141245925435752	0.49	0.431	1
CenB1A	0.481019572270495	0.246098686295802	0.941	0.98	1
CG5455	0.481148220465702	-0.00659826103219086	1	1	1
FBti0020434	0.481231900616985	0.124662573275891	0.51	0.529	1
CG16974	0.481257008900908	-0.0638030348794478	1	1	1
Ac76E	0.48129335707704	-0.0229886880367065	0.902	0.941	1
FBti0019398	0.481302860781196	-0.0560340349143276	0.294	0.412	1
FBti0060806	0.481580907422512	-0.0649554418407696	0.569	0.588	1
